avatarThumbnail,cid,createTime,createTimeISO,detailedMentions/0/nickName,detailedMentions/0/profileUrl,detailedMentions/0/secUid,detailedMentions/0/userId,detailedMentions/1/nickName,detailedMentions/1/profileUrl,detailedMentions/1/secUid,detailedMentions/1/userId,detailedMentions/2/nickName,detailedMentions/2/profileUrl,detailedMentions/2/secUid,detailedMentions/2/userId,detailedMentions/3/nickName,detailedMentions/3/profileUrl,detailedMentions/3/secUid,detailedMentions/3/userId,detailedMentions/4/nickName,detailedMentions/4/profileUrl,detailedMentions/4/secUid,detailedMentions/4/userId,detailedMentions/5/nickName,detailedMentions/5/profileUrl,detailedMentions/5/secUid,detailedMentions/5/userId,diggCount,input,likedByAuthor,mentions/0,mentions/1,mentions/2,mentions/3,mentions/4,mentions/5,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7745f8e3&x-expires=1750968000&x-signature=2Baro5EItl3aPXYPmhfxYMLhzFM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41348E+18,1726085434,2024-09-11T20:10:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,,450,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,6,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,el xokas tiene razón,7.4001E+18,alex266595,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/fafc732c82152568437ce22b2b013a90~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef3a098c&x-expires=1750968000&x-signature=3Z0fiSoAsuBZ7dbgyXhI3E0HSrI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.43404E+18,1730871431,2024-11-06T05:37:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,,8,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,Mi p-drama,6.86403E+18,isaa.ih,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8aabeb624cc422eef03ef8d372aa6a45~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a5b0c0f3&x-expires=1750968000&x-signature=Kl8qseEG8u8hmnefME%2BOE6ju6Tc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.43066E+18,1730086263,2024-10-28T03:31:03.000Z,,,,,,,,,,,,,,,,,,,,,,,,,10,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,Nos invaden los de Facebook ??,7.41996E+18,estebanmarcano03,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/9744fc1cbaba08b94d18745f84c294d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8063329d&x-expires=1750968000&x-signature=rshfdXr4nT7GnLa4XEHAR7o8Wo8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.44238E+18,1732814572,2024-11-28T17:22:52.000Z,,,,,,,,,,,,,,,,,,,,,,,,,5,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,mejor dejaré el teléfono y me pondré hacer mis quehaceres,6.99848E+18,iamalexauc,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9033c5bbd0987f81f83bc527fa567911~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c8608150&x-expires=1750968000&x-signature=jZ5BckcX4rDyibqElfLB%2BmM7%2B44%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.43403E+18,1730869463,2024-11-06T05:04:23.000Z,,,,,,,,,,,,,,,,,,,,,,,,,7,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,Que nadie sepa que miro estos videos ????,7.00319E+18,insanitodev,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/c1256d96719ec4e88d14c48e36ea0edf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2bec3da1&x-expires=1750968000&x-signature=iH3BZwaBv7nlx6s4uY2pQqcoe98%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.50518E+18,1747435787,2025-05-16T22:49:47.000Z,,,,,,,,,,,,,,,,,,,,,,,,,5,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,"""No papi yo jui""?????????????",7.10662E+18,jyoelzp,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/dea6dc0938e60d0c4d8bed90875c1daa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a7990baf&x-expires=1750968000&x-signature=plQdY%2FKVTKeLIZXy2zlVc7SLCGU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41278E+18,1725923464,2024-09-09T23:11:04.000Z,,,,,,,,,,,,,,,,,,,,,,,,,137,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,4,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,Es bautista,7.22232E+18,johan_jimenez_44,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7092572254105501702~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6dd71da1&x-expires=1750968000&x-signature=rfTqrYt81anTrhy1xYGzPYEea%2Bc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41842E+18,1727234665,2024-09-25T03:24:25.000Z,,,,,,,,,,,,,,,,,,,,,,,,,5,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,Ella jue yo no??,7.04656E+18,santiagogutierrez396,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/27833467a40226c55339483a9c57e645~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9320650a&x-expires=1750968000&x-signature=XwVPuc%2Fq6aaC5INn0xQfwJ8MB9s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.51964E+18,1750802400,2025-06-24T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,God Bless you. ????????,7.19979E+18,entregateacristo0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/2c234eb11e727c1ccbca7d6b133d8604~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9a34e632&x-expires=1750968000&x-signature=Eggmp4jy7%2B1Ew77pmmZ6E33lf40%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.44662E+18,1733801945,2024-12-10T03:39:05.000Z,,,,,,,,,,,,,,,,,,,,,,,,,4,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,Joshua?,6.92328E+18,roi08.05,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7745f8e3&x-expires=1750968000&x-signature=2Baro5EItl3aPXYPmhfxYMLhzFM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.4344E+18,1730956639,2024-11-07T05:17:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,??????,7.24735E+18,getlikealan,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/fb9a3b748686bbfe54b4b0f3ab4040b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a70fd6d&x-expires=1750968000&x-signature=aknOG51mLUgeEzcQWcvqeOBcDfY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.42013E+18,1727632757,2024-09-29T17:59:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,,5,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,0,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,no papi yo jui ??????,7.09036E+18,fokito_onez,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/6ceb0b7d8ec3af3cb5056269b7d45514~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01449418&x-expires=1750968000&x-signature=NuiFdrcAV5tWhWlcM2JvzTiyK2s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7.41321E+18,1726022172,2024-09-11T02:36:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,,28,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,false,,,,,,,false,,2,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509,¡QUE! ¿QUIEN JUE? ¿QUIEN JUE?,6.91776E+18,eduardo___rzm___9,https://www.tiktok.com/@rosaura_arrostica/video/7412104477164981509
